id_film,titre_film,duree,genres_liste,date_sortie,utilisateur_note,nbre_utilisateur_note
['3226786'],Bigger,107 min,"Biography, Drama, Sport            ",(2018),6.4,"2,790"
['6210996'],10x10,88 min,"Drama, Thriller            ",(2018),5.1,"9,246"
['0972544'],Back Roads,101 min,"Crime, Drama, Thriller            ",(2018),6.5,"6,292"
['4042818'],The Death & Life of John F. Donovan,123 min,Drama            ,(2018),6.1,"7,047"
['7826276'],Profile,106 min,"Mystery, Thriller            ", (2018),6.7,"4,828"
['7242142'],Blindspotting,95 min,"Comedy, Crime, Drama            ",(2018),7.4,"31,131"
['3458510'],Dude,97 min,"Comedy, Drama            ",(2018),5.1,"7,195"
['6902696'],Gloria Bell,102 min,"Comedy, Drama, Music            ",(2018),6.3,"11,940"
['5592796'],Driven,113 min,"Biography, Drama, Thriller            ", (2018),6.4,"7,131"
['4951982'],Kursk,117 min,"Action, Adventure, Drama            ",(2018),6.6,"19,327"
['6143850'],Distorted,86 min,"Crime, Mystery, Thriller            ", (2018),4.6,"9,035"
['6769280'],Time Freak,104 min,"Comedy, Drama, Romance            ",(2018),5.8,"9,089"
['3451984'],Another Time,89 min,"Adventure, Comedy, Romance            ",(2018),4.5,966
['5688868'],Primal Rage,106 min,"Action, Adventure, Horror            ",(2018),4.9,"3,730"
['6821012'],The Week Of,116 min,Comedy            ,(2018),5.2,"22,377"
['8439854'],Lust Stories,120 min,"Drama, Romance            ",(2018),6.4,"11,093"
['7424200'],Teen Titans Go! To the Movies,84 min,"Animation, Action, Adventure            ",(2018),6.7,"19,799"
['6768578'],Dogman,103 min,"Crime, Drama, Thriller            ",(2018),7.2,"27,234"
['5092380'],Dans la brume,89 min,"Drama, Mystery, Sci-Fi            ",(2018),5.9,"6,770"
['2315596'],Galveston,91 min,"Action, Crime, Drama            ",(2018),6.2,"14,776"
['7489816'],Le jeu,90 min,"Comedy, Drama            ",(2018),6.8,"15,580"
['2850272'],Monster,98 min,"Crime, Drama            ",(II) (2018),6.5,"5,989"
['8020896'],Da xiang xidi erzuo,230 min,Drama            ,(2018),7.8,"6,802"
['5692390'],Status Update,106 min,"Comedy, Fantasy, Romance            ",(II) (2018),5.7,"5,352"
['3385524'],Stan & Ollie,98 min,"Biography, Comedy, Drama            ",(2018),7.2,"37,770"
['7448180'],The Debt Collector,95 min,"Action, Comedy            ",(2018),5.8,"7,896"
['1127881'],Farming,101 min,Drama            ,(2018),6.1,"1,568"
['8129794'],100 Dinge,111 min,"Comedy, Drama            ",(2018),6.3,"5,977"
['6916362'],Journal 64,119 min,"Crime, Mystery, Thriller            ",(2018),7.4,"16,998"
['7074886'],The Front Runner,113 min,"Biography, Drama, History            ",(2018),6.1,"13,387"
['8108202'],Stree,128 min,"Comedy, Horror            ",(2018),7.5,"34,329"
['8185182'],Diqiu zuihou de yewan,138 min,"Drama, Mystery, Romance            ",(2018),7.1,"8,311"
['7608028'],The Open House,94 min,"Horror, Thriller            ",(2018),3.3,"34,830"
['6083648'],Looking Glass,103 min,"Mystery, Thriller            ", (2018),4.6,"7,121"
['6866224'],The Hummingbird Project,111 min,"Drama, Thriller            ",(2018),6.2,"14,878"
['7141148'],Can't Have You,90 min,"Comedy, Drama, Romance            ",(2018),3.7,146
['2237324'],Bent,96 min,"Crime, Thriller            ", (2018),5.2,"6,703"
['7098658'],Raazi,138 min,"Action, Drama, Thriller            ",(2018),7.7,"31,335"
['7284204'],Summer '03,95 min,"Comedy, Drama, Romance            ",(2018),5.5,"3,558"
['7248144'],En affære,92 min,"Drama, Thriller            ",(2018),5.5,"2,208"
['7167630'],Batman: Gotham by Gaslight,78 min,"Animation, Action, Adventure            ",(2018),6.7,"17,119"
['6684714'],Acts of Violence,86 min,"Action, Crime, Thriller            ",(2018),5.3,"12,525"
['5427194'],The Miracle Season,101 min,"Drama, Sport            ",(2018),6.5,"5,641"
['9109306'],The Final Wish,95 min,Horror            ,(2018),4.2,"7,998"
['4976192'],211,86 min,"Action, Drama, Thriller            ",(2018),4.4,"8,531"
['3396114'],Christmas in the Heartland,112 min,Family            ,(2018),5.8,"1,477"
['6317180'],Radium Girls,102 min,"Drama, History            ",(2018),6.2,"1,955"
['5935704'],Padmaavat,164 min,"Drama, History, Romance            ",(2018),7.0,"33,191"
['1999890'],Hell Fest,89 min,"Horror, Thriller            ",(2018),5.5,"17,649"
['5208950'],Kickboxer: Retaliation,110 min,"Action, Drama            ",(2018),5.0,"5,545"
['4266076'],La nuit a dévoré le monde,93 min,"Drama, Horror, Thriller            ",(2018),6.0,"13,789"
['5536610'],Private Life,123 min,"Comedy, Drama            ",(2018),7.2,"20,025"
['5068162'],Sometimes Always Never,91 min,"Comedy, Drama, Mystery            ",(2018),6.3,"2,805"
['3619070'],Tell Me Your Name,89 min,"Drama, Horror, Thriller            ",(2018),4.1,"1,690"
['5360952'],The Hurricane Heist,103 min,"Action, Adventure, Crime            ",(2018),5.1,"20,979"
['3685236'],Ibiza,94 min,"Comedy, Romance            ",(2018),5.2,"17,838"
['6474040'],Stockholm,92 min,"Biography, Comedy, Crime            ",(2018),6.1,"13,345"
['6521776'],Open 24 Hours,102 min,Horror            ,(2018),5.5,"3,889"
['4052050'],He's Out There,89 min,"Horror, Thriller            ",(2018),5.2,"8,733"
['7060344'],Ratsasan,170 min,"Crime, Drama, Mystery            ",(2018),8.3,"44,803"
['6400166'],Mi mejor amigo,90 min,"Drama, Romance            ",(2018),6.7,"3,553"
['8307082'],Sauvage,99 min,Drama            ,(2018),7.0,"4,857"
['9213244'],Antrum: The Deadliest Film Ever Made,95 min,Horror            ,(2018),4.9,"3,236"
['5493944'],The Little Mermaid,85 min,"Adventure, Drama, Fantasy            ",(2018),4.3,"9,090"
['3120280'],Sierra Burgess Is a Loser,105 min,"Comedy, Drama, Romance            ",(2018),5.8,"39,374"
['5741008'],Bully,83 min,Comedy            , (2018),5.8,440
['6063050'],Acrimony,120 min,"Horror, Romance, Thriller            ",(2018),5.8,"8,980"
['7133686'],Next Gen,106 min,"Animation, Action, Adventure            ", (2018),6.6,"17,827"
['10182822'],Loro,151 min,"Biography, Drama            ",(2018),6.7,"6,225"
['5466186'],Entebbe,107 min,"Action, Drama, History            ",(2018),5.8,"16,083"
['7349910'],Nightmare Cinema,119 min,"Drama, Horror, Mystery            ",(2018),5.5,"4,586"
['4922674'],Parallel,104 min,"Drama, Mystery, Sci-Fi            ",(II) (2018),5.8,"3,978"
['7388562'],"Paul, Apostle of Christ",108 min,"Adventure, Biography, Drama            ",(2018),6.6,"8,767"
['7645780'],The Wedding Guest,96 min,Thriller            ,(2018),5.8,"5,915"
['5164184'],In Darkness,100 min,"Mystery, Thriller            ",(2018),5.7,"13,484"
['7581902'],Sonu Ke Titu Ki Sweety,138 min,"Comedy, Romance            ",(2018),7.1,"22,773"
['4465572'],Femme Américaine,111 min,"Drama, Mystery            ",(2018),6.8,"6,783"
['7451284'],Batman Ninja,85 min,"Animation, Action, Sci-Fi            ",(2018),5.6,"20,547"
['6704776'],El fotógrafo de Mauthausen,110 min,"Biography, Drama, History            ",(2018),6.7,"11,078"
['6859762'],The Little Stranger,111 min,"Drama, Horror, Mystery            ",(2018),5.5,"10,166"
['1799516'],Benji,87 min,"Crime, Drama, Family            ", (2018),6.3,"4,917"
['2316479'],Blue Iguana,100 min,"Action, Comedy, Crime            ",(2018),5.6,"5,284"
['7738450'],Thunder Road,92 min,"Comedy, Drama            ",(2018),7.0,"18,185"
['7999950'],Every Other Holiday,90 min,"Drama, Family, Romance            ",(2018),6.9,835
['4738776'],Half Magic,94 min,"Comedy, Romance            ",(2018),4.7,"1,424"
['6046314'],Bel Canto,100 min,"Drama, Music, Romance            ", (2018),5.4,"3,406"
['7328154'],Holiday,93 min,"Crime, Drama            ", (2018),5.7,"4,144"
['1389098'],Mapplethorpe,102 min,"Biography, Drama            ",(2018),6.1,"1,664"
['8883524'],Bloodline,97 min,"Crime, Horror, Thriller            ",(III) (2018),6.0,"8,208"
['3313182'],The White Orchid,82 min,"Drama, Mystery, Thriller            ",(2018),5.4,"1,235"
['7218518'],Padman,140 min,"Biography, Comedy, Drama            ",(2018),7.9,"26,525"
['6170506'],Beast of Burden,89 min,"Action, Crime, Drama            ",(2018),3.6,"2,984"
['6012244'],All the Devil's Men,99 min,"Action, Thriller            ",(2018),5.1,"3,126"
['6211976'],A Vigilante,91 min,"Crime, Drama, Mystery            ",(2018),5.7,"9,264"
['8523334'],Nicky Larson et le parfum de Cupidon,91 min,"Action, Comedy, Crime            ",(2018),6.5,"4,708"
['4762824'],The Legacy of a Whitetail Deer Hunter,83 min,"Comedy, Drama            ",(2018),5.5,"3,980"
['7455076'],Benjamin,85 min,"Comedy, Drama, Romance            ",(II) (2018),6.6,"2,006"
['6443294'],Blaze,129 min,"Biography, Drama, Music            ",(2018),6.5,"3,333"
['0069049'],The Other Side of the Wind,122 min,Drama            ,(2018),6.7,"7,441"
['7295450'],Between Worlds,90 min,"Fantasy, Thriller            ",(2018),4.0,"8,652"
['6832388'],The Dark,95 min,"Drama, Fantasy, Horror            ", (2018),5.6,"5,553"
['5117428'],Wild Rose,101 min,"Drama, Music            ",(2018),7.1,"14,079"
['6418918'],Little Woods,105 min,"Crime, Drama, Western            ",(2018),6.2,"3,472"
['5968274'],The Angel,114 min,"Action, Biography, Drama            ",(2018),6.6,"14,394"
['7725596'],Badhaai ho,124 min,"Comedy, Drama            ",(2018),7.9,"34,964"
['3208026'],Black '47,100 min,"Action, Drama, History            ",(2018),6.8,"12,178"
['7515456'],Hurricane,107 min,"Action, Drama, War            ",(II) (2018),5.9,"5,041"
['2404639'],The Happy Prince,105 min,"Biography, Drama            ",(2018),6.2,"5,356"
['5688996'],Alex Strangelove,99 min,"Comedy, Drama, Romance            ",(2018),6.3,"18,157"
['5670152'],Traffik,96 min,Thriller            ,(2018),5.9,"20,395"
['6386748'],Pájaros de verano,125 min,"Crime, Drama            ",(2018),7.5,"12,300"
['6749318'],Speed Kills,102 min,"Action, Crime, Drama            ",(2018),4.3,"3,574"
['9177882'],Constantine: City of Demons,90 min,"Animation, Action, Fantasy            ",(2018),7.3,"7,670"
['6483364'],Teen Spirit,93 min,"Drama, Music            ",(2018),6.1,"9,109"
['7531138'],Only You,119 min,"Drama, Romance            ",(2018),6.7,"3,003"
['6688022'],After Everything,95 min,"Comedy, Drama, Romance            ",(2018),6.4,"1,684"
['8155182'],Leprechaun Returns,92 min,"Comedy, Fantasy, Horror            ",(2018),5.0,"4,653"
['7033192'],Pond Life,100 min,Drama            ,(II) (2018),6.0,376
['6251024'],Office Uprising,92 min,"Action, Comedy, Horror            ",(2018),5.8,"17,596"
['7142506'],Sir,99 min,"Drama, Romance            ", (2018),7.7,"7,393"
['7256866'],Father of the Year,94 min,Comedy            ,(2018),5.2,"11,743"
['4682136'],The Seagull,98 min,"Comedy, Drama, Romance            ", (2018),5.7,"3,709"
['6793580'],Campeones,124 min,"Comedy, Drama, Family            ", (2018),7.2,"10,424"
['5622412'],Black Water,104 min,"Action, Drama, Thriller            ",(2018),4.7,"7,522"
['6892462'],Le monde est à toi,102 min,"Comedy, Crime            ",(2018),6.3,"4,523"
['7044076'],The Cleaning Lady,90 min,"Horror, Thriller            ",(2018),5.5,"3,695"
['5709188'],A-X-L,100 min,"Action, Adventure, Drama            ",(2018),5.3,"12,173"
['8116428'],Sin-gwa ham-kke: In-gwa yeon,142 min,"Action, Adventure, Drama            ",(2018),7.1,"7,552"
['6523720'],Skjelvet,106 min,"Action, Drama, Thriller            ",(2018),6.2,"12,457"
['7156436'],Take Point,119 min,"Action, Thriller            ",(2018),5.4,"1,337"
['7262882'],Yip Man ngoi zyun: Cheung Tin Chi,107 min,"Action, Biography, Crime            ",(2018),6.5,"8,874"
['6900448'],Mirai no Mirai,98 min,"Animation, Adventure, Drama            ",(2018),7.0,"16,143"
['7365604'],Dog Days,113 min,"Comedy, Drama, Romance            ", (2018),6.2,"5,081"
['5685006'],Puppet Master: The Littlest Reich,90 min,"Comedy, Horror            ",(2018),5.4,"4,068"
['6852872'],Elizabeth Harvest,108 min,"Horror, Sci-Fi, Thriller            ",(2018),5.8,"8,706"
['6628102'],Ahlat Agaci,188 min,Drama            ,(2018),8.0,"24,744"
['7095482'],El reino,132 min,"Drama, Mystery, Thriller            ",(2018),7.1,"8,080"
['1235187'],Where Hands Touch,122 min,"Drama, Romance, War            ",(2018),6.5,"4,713"
['3960240'],The After Party,120 min,"Comedy, Music            ", (2018),5.8,"4,497"
['6516314'],Piercing,81 min,"Horror, Mystery, Thriller            ",(2018),5.5,"7,870"
['7367960'],Checkered Ninja,83 min,"Animation, Action, Adventure            ",(2018),7.2,"5,607"
['7886614'],Cats and Peachtopia,87 min,"Animation, Adventure, Comedy            ",(2018),4.8,"1,398"
['4086018'],Charming,85 min,"Animation, Adventure, Comedy            ",(2018),5.6,"3,602"
['2140629'],Arizona,85 min,"Comedy, Thriller            ",(2018),5.8,"8,016"
['6752992'],Lazzaro felice,128 min,"Drama, Fantasy, Mystery            ",(2018),7.5,"18,505"
['6610158'],Rust Creek,108 min,"Crime, Drama, Thriller            ",(2018),5.9,"11,897"
['9081562'],Bi bei shang geng bei shang de gu shi,105 min,Romance            ,(2018),6.2,"1,240"
['5292624'],Little Bitches,86 min,Comedy            ,(2018),4.0,748
['1773753'],Mara,98 min,"Crime, Horror, Mystery            ", (2018),5.1,"8,136"
['6774786'],Occupation,119 min,"Action, Drama, Sci-Fi            ",(2018),4.7,"18,336"
['6999052'],Mario,124 min,"Drama, Romance, Sport            ", (2018),7.4,"4,538"
['3665498'],Beyond the Sky,82 min,"Mystery, Sci-Fi, Thriller            ",(2018),5.1,"4,538"
['7112154'],Netemo sametemo,119 min,"Drama, Romance            ",(2018),7.0,"4,377"
['6675244'],Transit,101 min,"Drama, Sci-Fi            ", (2018),6.9,"10,600"
['6469548'],The Head Hunter,72 min,"Fantasy, Horror            ",(2018),5.4,"6,460"
['8805374'],Las hijas del fuego,115 min,Drama            ,(2018),4.9,693
['5460858'],The White Crow,127 min,"Biography, Drama            ",(2018),6.6,"6,469"
['3319730'],The Mercy,112 min,"Adventure, Biography, Drama            ",(2018),6.0,"8,761"
['5460880'],Ideal Home,91 min,"Comedy, Drama            ",(2018),6.4,"11,968"
['7137846'],Breaking In,88 min,"Action, Thriller            ",(2018),5.4,"16,085"
['6172666'],Avengers of Justice: Farce Wars,87 min,"Action, Comedy, Family            ",(2018),2.4,594
['3823392'],Love Sonia,122 min,Drama            ,(2018),7.4,"2,043"
['7913934'],The Matchmaker's Playbook,89 min,"Comedy, Romance            ",(2018),6.2,"1,884"
['5465970'],Attrition,85 min,"Action, Thriller            ",(2018),4.0,"1,146"
['6495770'],Action Point,85 min,Comedy            ,(2018),5.1,"11,636"
['6951892'],Samson,110 min,"Action, Drama            ",(2018),4.4,"4,643"
['5034122'],Cruise,90 min,"Drama, Romance            ",(2018),5.4,"1,332"
['6426028'],Un couteau dans le coeur,102 min,"Drama, Horror, Mystery            ",(2018),6.3,"4,867"
['3920820'],Brian Banks,99 min,"Biography, Drama, Sport            ",(2018),7.2,"7,425"
['6857988'],Je ne suis pas un homme facile,98 min,Comedy            ,(2018),6.3,"14,749"
['6365796'],The Grizzlies,102 min,"Biography, Drama, Sport            ",(2018),7.5,"2,290"
['2372251'],Down a Dark Hall,96 min,"Drama, Fantasy, Horror            ",(2018),5.0,"14,457"
['7170950'],Like Father,98 min,"Comedy, Drama            ",(2018),6.1,"21,744"
['8459250'],Shéhérazade,109 min,"Drama, Romance, Thriller            ",(2018),7.1,"2,347"
['6164762'],The Delinquent Season,103 min,"Drama, Romance            ",(2018),6.4,"1,828"
['6613878'],Clara,105 min,Sci-Fi            ,(III) (2018),6.7,"5,169"
['7339826'],Sayonara no asa ni yakusoku no hana o kazarô,115 min,"Animation, Adventure, Drama            ",(2018),7.4,"6,744"
['6053472'],The Toybox,95 min,Horror            ,(2018),3.7,"2,431"
['7460806'],The Festival,98 min,"Comedy, Music, Romance            ",(2018),5.8,"7,099"
['8885194'],Portraits of Andrea Palmer,74 min,"Drama, Horror, Thriller            ",(2018),4.9,280
['8001346'],Astérix: Le secret de la potion magique,87 min,"Animation, Adventure, Comedy            ",(2018),6.7,"9,864"
['6904272'],Hyeob-sang,114 min,"Action, Crime, Thriller            ",(2018),6.6,"3,413"
['5459382'],The Etruscan Smile,107 min,Drama            ,(2018),6.9,"1,745"
['8436026'],Lykke-Per,162 min,"Drama, Romance            ",(2018),7.2,"6,454"
['3294746'],The Public,119 min,Drama            ,(2018),6.6,"4,164"
['3079568'],Minutes to Midnight,91 min,"Action, Horror, Mystery            ",(2018),3.5,473
['7477310'],Der Vorname,91 min,Comedy            ,(2018),7.1,"5,745"
['6556576'],Monster Party,89 min,"Horror, Thriller            ",(2018),5.5,"4,264"
['6699860'],Solo,91 min,"Adventure, Biography, Drama            ",(II) (2018),5.0,"2,889"
['7745068'],Boku no hîrô akademia THE MOVIE ~ 2-ri no eiyû ~,96 min,"Animation, Action, Adventure            ",(2018),7.4,"10,861"
['6083230'],Liteul poleseuteu,103 min,Drama            ,(2018),7.2,"3,056"
['5227746'],Den blomstertid nu kommer,129 min,"Action, Romance, Sci-Fi            ",(2018),6.0,"8,205"
['6792282'],La noche de 12 años,122 min,"Adventure, Biography, Crime            ",(2018),7.5,"10,119"
['7816392'],Lukas,94 min,"Action, Drama, Thriller            ",(2018),5.9,"5,832"
['7392212'],Rangasthalam,170 min,"Action, Drama            ",(2018),8.2,"25,062"
['3967878'],Inrang,139 min,"Action, Sci-Fi            ",(2018),5.9,"5,279"
['3107166'],Pimp,86 min,"Crime, Drama, Romance            ",(2018),6.8,"10,771"
['6290798'],UFO,88 min,"Drama, Mystery, Sci-Fi            ",(2018),6.2,"10,076"
['2924392'],Higher Power,93 min,"Action, Adventure, Sci-Fi            ",(2018),4.7,"4,206"
['8092252'],Jigeum mannareo gabmida,132 min,"Drama, Fantasy, Romance            ",(2018),7.7,"6,085"
['7469204'],Doris,89 min,Comedy            , (2018),6.1,662
['7026270'],Summertime,124 min,Drama            ,(II) (2018),6.3,736
['2160105'],I Still See You,98 min,"Fantasy, Horror, Sci-Fi            ",(2018),5.8,"10,375"
['5226192'],The Rake,79 min,"Horror, Mystery, Thriller            ",(2018),3.6,836
['9182202'],The Least of These: A Christmas Story,101 min,"Comedy, Drama            ",(2018),5.9,322
['5779372'],An Interview with God,97 min,"Drama, Mystery            ",(2018),5.8,"4,090"
