id_film,titre_film,duree,genres_liste,date_sortie,utilisateur_note,nbre_utilisateur_note
['7963996'],vandi,148 min,Family            ,(2018),6.6,60
['4111828'],Morir de Amor,,Drama            ,(2018),,
['8028486'],Susters,91 min,Adventure            ,(2018),6.5,33
['8476276'],Do vetru,78 min,Drama            ,(2018),4.2,52
['6099462'],Status Pending,85 min,"Comedy, Drama, Romance            ",(2018),5.0,61
['7534118'],Marche ou crève,85 min,Drama            ,(2018),6.4,87
['5572856'],Tournament,82 min,"Adventure, Comedy, Fantasy            ",(2018),4.4,126
['8193626'],Slony mogut igrat v futbol,106 min,Drama            ,(2018),6.5,202
['7527512'],aKasha,78 min,"Comedy, Romance            ",(2018),6.9,69
['19757502'],The Secret Room of Pleasure,77 min,Drama            , (2018),,
['6264928'],Xue shi san,99 min,"Crime, Drama, Horror            ",(2018),5.6,737
['6865032'],Derek Is Funny,91 min,Comedy            ,(2018),,
['9526154'],Tsumetai onna: Yami ni hibiku yogarigoe,,,(2018),,
['8083504'],"Kill Me Today, Tomorrow I'm Sick!",126 min,"Comedy, Drama            ",(2018),7.2,105
['9526908'],Une urgence ordinaire,86 min,Drama            ,(2018),8.0,28
['8376990'],Blind ermittelt: Die toten Mädchen von Wien,88 min,"Crime, Mystery, Thriller            ",(2018),6.6,71
['18938566'],Kintu Galpo Noy,120 min,Drama            ,(2018),,
['8329428'],Fornacis,95 min,"Drama, Fantasy, Mystery            ",(2018),4.3,48
['6547728'],Duan pian zhi xian tu duo bao,95 min,Comedy            ,(2018),2.7,39
['9872052'],Eight,88 min,Thriller            ,(V) (2018),8.5,9
['8949410'],Somos Calentura: We Are The Heat,104 min,Drama            ,(2018),6.3,166
['8500038'],Bêtes blondes,101 min,"Comedy, Drama            ",(2018),5.8,109
['5270688'],Proxy Kill,83 min,"Crime, Drama, Thriller            ",(2018),4.5,65
['7539144'],Hell Phone,,"Comedy, Horror            ",,7.4,6
['8309068'],Shynyraw,,Drama            ,(2018),7.8,35
['10915948'],Em Gái Mua,98 min,"Drama, Romance            ",(2018),5.3,20
['8396246'],Monkey Baat,102 min,Comedy            ,(2018),5.1,8
['3455206'],The Blind Owl: Boofe Koor,90 min,,(2018),,
['7924042'],Hot Knives,77 min,Comedy            ,(2018),7.2,13
['8886110'],L'ordre des médecins,93 min,Drama            ,(2018),6.3,275
['8658676'],The Maid in London,140 min,Drama            ,(2018),7.3,18
['5497852'],El año de la plaga,96 min,"Adventure, Comedy, Fantasy            ",(2018),4.4,157
['8393918'],Non è vero ma ci credo,103 min,Comedy            ,(2018),5.7,91
['8669826'],Colours Of Life,117 min,Drama            ,(2018),7.5,9
['6921076'],Suteki na dainamaito sukyandaru,138 min,"Biography, Drama            ",(2018),6.5,80
['9899880'],Columbus,82 min,"Comedy, Drama            ",(2018),4.1,320
['4886352'],Desaparecer,,Drama            ,(2018),6.3,27
['8208116'],Pattinapakkam,134 min,Thriller            ,(2018),4.4,42
['8779022'],Trust,100 min,"Crime, Drama            ",(VII) (2018),5.7,120
['6223976'],Po meng youxi,104 min,Fantasy            ,(2018),5.0,29
['5950092'],Valentine DayZ,79 min,Horror            ,(2018),2.2,150
['7753540'],La omisión,90 min,Drama            ,(2018),6.0,65
['7059682'],Grindsploitation 4: Meltsploitation,146 min,"Action, Comedy, Horror            ",(2018),4.1,282
['8638638'],Xiong di ban,100 min,Biography            ,(2018),5.6,63
['12916314'],Karthikeyanum Kaanamal Pona Kadhaliyum,117 min,Drama            ,(2018),7.8,6
['8793220'],The Way of the Bug,99 min,Comedy            ,(2018),4.3,40
['7222290'],Ken'en,103 min,"Comedy, Drama            ",(2018),6.6,196
['4335614'],Blackout,,"Horror, Thriller            ",(IV) (2018),,
['9110566'],Mekulalim,81 min,"Horror, Thriller            ",(2018),6.8,49
['9407706'],Reddo bureido,86 min,Action            ,(2018),5.4,43
['5896666'],Kalichaat,70 min,Drama            ,(2018),7.9,9
['4602920'],Kärlek & vilja,85 min,Drama            ,(2018),7.3,46
['8463494'],Viaje inesperado,85 min,Drama            ,(2018),5.5,51
['8769208'],Milyonluk Kus,100 min,Comedy            ,(2018),7.4,72
['6439566'],Future Soldier,,Sci-Fi            ,(2018),,
['8370460'],Hotel Zentai,,"Comedy, Drama, Musical            ",(2018),4.9,11
['9074404'],Just Between Us,,Romance            ,(II) (2018),8.0,15
['8569610'],Imagination Game,91 min,Mystery            ,(2018),5.8,165
['8431834'],Wolfsbane Say my Name,,Action            ,(2018),4.6,14
['7721742'],The Lease,96 min,Horror            ,(2018),4.4,238
['2371900'],The Fever and the Fret,76 min,"Drama, Fantasy            ",(2018),7.9,65
['9108390'],The Prince of Tennis Best Games!!,46 min,"Animation, Sport            ",(2018),7.5,25
['4682128'],Redrum,101 min,Thriller            ,(2018),4.2,38
['5836576'],The Pinch,83 min,"Action, Crime, Thriller            ",(2018),5.7,115
['21611570'],My Name Is Ivy,,Thriller            ,(2018),,
['9024440'],A Meowy Halloween,50 min,"Comedy, Family, Horror            ",(2018),5.3,56
['8808166'],The Cage,83 min,"Drama, Fantasy, Sci-Fi            ",(2018),4.8,18
['14554132'],Rage,127 min,Drama            ,(VI) (2018),,
['8601284'],Lada Kamenski,71 min,"Comedy, Drama            ",(2018),6.8,120
['4346036'],American Huaso,82 min,"Comedy, Romance, Western            ",(2018),5.0,23
['8665806'],Cuban Colony,129 min,"Action, Comedy, Thriller            ",(2018),5.5,55
['6096216'],Lonely Hearts Club,82 min,Drama            ,(II) (2018),,
['9124532'],Arada,65 min,Comedy            ,(II) (2018),7.0,111
['9077694'],Lisa!,81 min,Drama            ,(2018),6.3,23
['8835670'],Timeless,60 min,Drama            ,(III) (2018),4.3,31
['8396182'],Aurora,98 min,"Comedy, Drama, Mystery            ",(II) (2018),7.1,184
['7250474'],Amanogawa,102 min,Drama            ,(2018),5.8,5
['7925636'],Roja Oscuridad,95 min,"Crime, Horror, Mystery            ",(2018),6.3,9
['8147032'],ATM: Attempt to murder,108 min,Thriller            ,(2018),9.5,47
['7333966'],Megalopolis,79 min,Mystery            ,(2018),7.1,20
['8544336'],Addict 2018,127 min,Drama            ,(2018),,
['7364784'],"Strike, Dear Mistress, and Cure His Heart",71 min,"Drama, Horror            ", (2018),5.5,21
['9049520'],Enduko Emo,134 min,Drama            ,(2018),5.4,7
['6836602'],Traataka,,"Crime, Thriller            ",(2018),8.2,88
['7319252'],Lagos Landing,101 min,"Action, Romance, Thriller            ",(2018),,
['7974204'],Revan & Reina,98 min,"Drama, Romance            ",(2018),8.0,42
['15830386'],Watch My Love,90 min,"Drama, Sport            ",(2018),,
['8027286'],Surfer,98 min,Drama            ,(2018),4.4,74
['5698834'],Jimmie,91 min,Drama            ,(2018),6.0,285
['7688086'],Misoji onna wa romanchikku na yume o miru ka?,91 min,"Comedy, Crime            ",(2018),5.3,7
['6154710'],die Expats,75 min,Drama            ,(2018),6.2,27
['5634556'],Truth or Double Dare (TODD),62 min,Horror            ,(2018),2.4,147
['8212142'],Kohalpur Express,,Comedy            ,(2018),7.2,19
['5924480'],Godina majmuna,112 min,"Comedy, Fantasy            ",(2018),6.8,117
['5667474'],La naissance de Narcisse,88 min,"Drama, Mystery, Sci-Fi            ",(2018),6.1,7
['8893870'],Ai qing gong yu,117 min,"Adventure, Comedy, Fantasy            ",(2018),2.7,139
['6272678'],Yeh Kaisa Tigdam,133 min,Drama            ,(2018),6.1,15
['9684758'],The Dark Hare,82 min,Horror            ,(2018),8.3,11
['3397096'],Zwei Herren im Anzug,139 min,"Drama, History            ",(2018),5.9,155
['8648840'],Mama Told Me Not to Look Into the Sun,60 min,Drama            ,(2018),,
['7883448'],Mirrors,90 min,"Sci-Fi, Thriller            ", (2018),3.9,19
['6524704'],Here Be Dragons,70 min,Horror            , (2018),6.8,823
['3661570'],Pretty Broken,106 min,"Comedy, Drama            ",(2018),5.3,670
['8537758'],Villavan: The Vigilante,120 min,"Action, Drama, Thriller            ",(2018),6.5,12
['9242226'],The Coldest Dish,,Drama            ,(2018),,
['6966316'],Delenda,107 min,"Comedy, Drama            ",(2018),,
['7724322'],Rûmu rondaringu,108 min,Drama            ,(2018),6.4,152
['8354628'],The Feeling of Going,79 min,Music            ,(2018),7.4,8
['7823036'],Finalmente sposi,90 min,Comedy            ,(2018),6.0,78
['8335576'],Tennen seikatsu,96 min,"Comedy, Drama, Horror            ",(2018),6.3,102
['8840492'],Noxious,132 min,Horror            ,(III) (2018),2.8,102
['6769168'],Allt sem fer upp,,Drama            ,(2018),,
['9718474'],Os Príncipes,92 min,Drama            ,(2018),4.5,10
['5065678'],It's Hard to Be Human,75 min,Drama            ,(2018),4.8,13
['7481212'],Reiteki borisheviki,72 min,Horror            ,(2018),5.8,42
['6338444'],Grindsploitation 5: Schlocksploitation,,Horror            ,(2018),3.5,112
['9174422'],Karshanam,115 min,Thriller            ,(2018),6.3,19
['9389562'],Mujeres Cabronas,90 min,Action            ,(2018),,
['7947902'],The Whitlow House,64 min,Horror            ,(2018),5.2,101
['9471952'],Sükut Evi,97 min,Drama            ,(2018),5.5,774
['5886420'],How to Get Rid of a Body (And Still Be Friends),95 min,Comedy            ,(2018),4.9,107
['16421172'],Love Upon the Hills,,"Drama, Romance            ",(2018),,
['7954100'],Zero to Heaven,90 min,"Action, Comedy, Fantasy            ",(2018),8.1,10
['11011484'],Inba Twinkle Lilly,152 min,Drama            ,(2018),5.0,19
['9038658'],Disparo A Un Caballo Oscuro,,Drama            ,(2018),,
['3521254'],Letters to Paul Morrissey,78 min,Drama            ,(2018),7.0,81
['5863566'],Recuperando a mi Ex,95 min,"Comedy, Romance            ",(2018),3.8,148
['8912318'],It Lives Inside,89 min,Horror            ,(2018),3.0,123
['8037650'],Dressage,88 min,"Drama, Thriller            ",(2018),5.7,392
['10888966'],Rudra,147 min,Drama            ,(2018),,
['8915068'],La fuitina sbagliata,80 min,Comedy            ,(2018),5.6,233
['8409924'],Comment tuer sa mère,90 min,Comedy            ,(2018),3.7,172
['9437016'],Sea Beasts,,"Drama, Horror, Mystery            ",(2018),,
['6645236'],Blue,90 min,"Comedy, Drama            ", (2018),6.0,502
['8461390'],The Nikaidos' Fall,106 min,Drama            ,(2018),6.2,57
['9230436'],Pearl,61 min,Thriller            ,(II) (2018),5.1,16
['7680734'],La isla rota,98 min,Drama            ,(2018),7.1,35
['6554890'],Licentious,,Drama            ,(2018),,
['6710888'],Terror Talk,89 min,Horror            ,(2018),3.3,123
['6772586'],Parallel Parking,74 min,Drama            ,(2018),9.3,25
['19872388'],Honey Bunny as Super Team X,48 min,"Animation, Action, Comedy            ",(2018),,
['4857496'],Chacrinha: O Velho Guerreiro,114 min,"Biography, Comedy, Drama            ",(2018),6.7,379
['7730856'],Figuras,85 min,Drama            ,(2018),7.2,17
['8056916'],The Goodbye Girl,54 min,Drama            ,(2018),6.8,68
['12881030'],Roja Maaligai,103 min,Drama            ,(2018),,
['15699244'],June,106 min,"Comedy, Romance            ",(X) (2018),,
['8309496'],Dakini,125 min,"Comedy, Thriller            ",(2018),5.1,100
['8425840'],Cariños,124 min,Drama            ,(2018),,
['9647330'],G Saat,105 min,"Animation, Crime, Drama            ",(2018),6.0,262
['8286142'],Ek Aasha,123 min,Drama            ,(2018),8.0,12
['9392532'],Neighbors,90 min,"Comedy, Drama            ",(V) (2018),7.8,83
['8563706'],El-Ablah Tam-Tam,88 min,Comedy            ,(2018),3.3,143
['7013450'],Scenes from a Breakup,94 min,Drama            ,(2018),9.2,6
['7967754'],4 histoires fantastiques,80 min,Sci-Fi            ,(2018),6.5,17
['7662062'],Girls Life,,Comedy            ,(2018),,
['4694510'],Pink,,"Comedy, Drama            ",(III) (2018),,
['9872488'],Anatoli's Dream,100 min,Drama            ,(2018),,
['7679190'],Daraa,113 min,"Action, Drama, History            ",(2018),5.7,215
['7143874'],Bahar Zmien,94 min,Drama            ,(2018),5.1,20
['9806304'],Klubare,100 min,"Comedy, Crime, Music            ",(2018),2.2,103
['3767208'],Dark Vale,84 min,Horror            ,(2018),4.1,124
['9252692'],Monster,86 min,"Sci-Fi, Thriller            ",(VIII) (2018),6.5,27
['9591082'],"Tarp musu, mergaiciu",90 min,Comedy            ,(2018),3.9,133
['9083724'],Love and Four Walls,96 min,Drama            ,(2018),2.6,35
['8648974'],Sooner or Later,96 min,"Comedy, Drama            ",(2018),7.0,24
['7408772'],Hana wa sakuka,88 min,Drama            ,(2018),5.7,79
['9173998'],Beauty and the Beast,60 min,"Family, Fantasy, Musical            ",(2018),7.2,17
['6319914'],"Dig That, Zeebo Newton",90 min,Drama            ,(2018),8.6,19
['7525744'],Respond,,Action            ,(2018),,
['8080354'],Mitti-back to roots,,Drama            ,(2018),8.7,40
['7010594'],The Underdog,90 min,Action            ,(II) (2018),,
['9030150'],Home Sweet Home,125 min,Family            ,(IV) (2018),7.7,25
['7336396'],Sreehalli,122 min,Comedy            ,(2018),,
['8686074'],Grandmother's Gold,80 min,Comedy            ,(2018),7.3,174
['8358530'],Caregiver,65 min,"Comedy, Drama            ",(II) (2018),,
['8869128'],Summer Camp,128 min,"Comedy, Drama            ",(2018),7.8,15
['7210252'],"Kyonen no fuyu, kimi to wakare",119 min,"Crime, Drama, Mystery            ",(2018),6.6,478
['9209662'],Cursed forest,63 min,"Horror, Thriller            ",(2018),8.6,442
['14061180'],Heart of True Love,125 min,Romance            ,(2018),,
['7765984'],Something Inside Is Broken,116 min,Musical            ,(2018),,
['8466044'],Rescue Bus 300,75 min,Thriller            ,(2018),7.2,25
['9151040'],My Sister's Silence,99 min,Drama            ,(2018),5.6,23
['3813404'],Groupies,82 min,Thriller            ,(2018),4.4,45
['8089220'],Selfie,80 min,"Biography, Drama            ",(III) (2018),1.2,345
['8870908'],Queen of Rio,72 min,Comedy            ,(2018),4.9,11
['8101840'],The last day before June,75 min,Drama            ,(2018),5.9,9
['5953278'],Housesitters,63 min,"Comedy, Horror            ",(2018),4.9,68
['9094134'],"Rona, Madar-e Azim",80 min,Drama            ,(2018),6.4,359
['8324474'],Hope Aur Hum,96 min,"Comedy, Drama, Family            ",(2018),6.3,445
['8896396'],Asandhimitta,98 min,Drama            ,(2018),7.1,56
['8174250'],Casting Chloe,,"Comedy, Drama            ",(2018),8.2,7
['8425414'],Looking for Lucky,100 min,"Comedy, Drama, Family            ",(2018),6.3,10
['1670249'],Janaki,92 min,"Drama, Family            ",(2018),,
['8589146'],The Sentries,73 min,Family            ,(2018),5.4,47
['6948754'],Inaam 100 Karod,,Thriller            ,(2018),,
['7271882'],Wackersdorf,123 min,"Drama, History            ",(2018),6.9,501
['12300832'],Panchaali,49 min,Action            ,(2018),5.8,22
['8426828'],Haunted Transylvania 2,71 min,Animation            ,(2018),2.4,90
['7529360'],Mandao of the Dead,74 min,"Comedy, Horror, Sci-Fi            ",(2018),4.7,131
['8505540'],Mazi ta fagame,101 min,Comedy            ,(2018),3.7,139
['9238590'],Jam,102 min,"Drama, Music            ",(III) (2018),6.7,125
['7645880'],Switching Places,,"Comedy, Fantasy            ",(2018),,
['8993400'],Shimajirou the Movie: Great Adventure on Magic Island,,Animation            ,(2018),,
['6720900'],Light as Feathers,86 min,Drama            ,(2018),6.7,120
['8461330'],Trening lichnostnogo rosta,114 min,"Crime, Drama, Family            ",(2018),7.0,59
['8123998'],Reparation,,"Action, Crime, Drama            ", (2018),8.1,23
['7627800'],Last Campsite,,Thriller            ,(2018),,
['8997038'],Unstill,78 min,"Adventure, Drama            ",(2018),8.2,16
['8879650'],Cartel De Akilo,,Action            ,(2018),,
['8558596'],Horror and Hamsters,82 min,"Comedy, Horror            ",(2018),4.0,148
['5811342'],Namae,114 min,"Drama, Mystery            ",(2018),5.5,22
['5443372'],Psychomanteum,86 min,Horror            ,(2018),4.4,214
['8666936'],Louder,115 min,Drama            ,(2018),8.0,23
['7085632'],Christ(Off),91 min,Comedy            ,(2018),4.1,154
['7128498'],Pauvre Georges!,113 min,Drama            ,(2018),5.2,70
['8228588'],Yu zhou you ai lang man tong you,92 min,"Comedy, Fantasy, Music            ",(2018),6.7,31
['7856410'],Codicia,176 min,"Action, Adventure, Drama            ",(2018),,
['5319596'],Something Horrible,80 min,Thriller            ,(2018),6.1,29
['8137380'],AI is coming,92 min,"Comedy, Romance, Sci-Fi            ",(2018),,
['7588904'],Nocturnal,,Thriller            ,(III) (2018),6.1,13
['4335810'],Rosalie,96 min,Comedy            , (2018),6.2,7
['7433400'],The Invisible Man,,"Horror, Thriller            ",(2018),4.7,31
['8677444'],One and a Half Prince,105 min,Drama            ,(2018),4.9,117
['8492672'],Man Running,90 min,Drama            ,(2018),5.7,10
['6399814'],Freak in the Basement,49 min,Horror            ,(2018),2.1,36
['5607038'],Todo Clichê do Amor,83 min,"Comedy, Romance            ",(2018),6.2,46
['6671284'],Troisièmes noces,98 min,"Comedy, Drama            ",(2018),6.4,71
['8979434'],Guru ji: Ahead of time,,Biography            ,(2018),,
['4156056'],Hollywood and Vine,134 min,Action            ,(2018),,
['8565278'],Ögrenci Kafasi: Soygun,,Comedy            ,(2018),5.4,21
['7766144'],Allons enfants,61 min,Comedy            ,(2018),6.2,75
['9057168'],Dantza,98 min,"Drama, Musical            ",(2018),6.7,102
['7329058'],Hashire! T-kô Basket bu,115 min,"Drama, Sport            ",(2018),5.8,34
['12826878'],Mission Imposible,,Comedy            ,(2018),4.5,14
['7319532'],27: El club de los malditos,,"Action, Comedy, Crime            ",(2018),3.7,388
['8365312'],Hyper,130 min,Romance            , (2018),,
['9074150'],Nithyaharitha Nayakan,155 min,Comedy            ,(2018),5.3,89
['6523656'],This Weekend Will Change Your Life,101 min,"Drama, Thriller            ",(2018),4.1,59
['10462302'],Disturbed Souls on Campus,86 min,"Horror, Thriller            ",(2018),,
['6079832'],The Dirty Kind,85 min,"Crime, Drama, Thriller            ",(2018),6.1,86
['10160686'],Hymn: Sarah Brightman In Concert,,Music            ,(2018),7.7,16
['6670330'],Constance,,Horror            ,(2018),,
['7644878'],O Avental Rosa,111 min,Drama            ,(2018),7.8,17
['11370050'],A Better Family,90 min,"Drama, Romance            ",(2018),,
['8938526'],American Antichrist,50 min,Horror            ,(2018),7.7,83
['4444682'],Raquel,104 min,Drama            ,(2018),,
['11768034'],The Secret: Suster Ngesot Urban Legend,82 min,"Drama, Horror, Mystery            ",(2018),3.5,64
['8096198'],Noah Wise,84 min,"Comedy, Drama            ",(2018),7.9,19
['8615746'],De inspirator,102 min,"Comedy, Drama            ",(2018),5.2,27
['15388310'],My Little Sister's Friend,72 min,Romance            ,(2018),,
['4734108'],Suburban Coven,110 min,Thriller            ,(2018),3.7,65
['13322918'],Zhang Sanfeng zhi moshi xiong bing,89 min,Action            ,(2018),8.0,11
['8767958'],Toren,112 min,Drama            ,(2018),9.2,22
['9059898'],Gure oroitzapenak,96 min,Drama            ,(2018),5.6,6
['10810098'],The Persuit of Love,101 min,"Comedy, Family, Musical            ",(2018),,
['9118870'],Ente Ummante Peru,131 min,Drama            ,(2018),6.7,956
['13840552'],Rosa Mistica,,History            ,(2018),,
['7600418'],Les routes en février,84 min,Drama            ,(2018),5.7,86
['8615816'],Occult Angel,66 min,Mystery            ,(2018),4.2,148
['10196778'],The Prison of Silence,80 min,Drama            ,(2018),,
['9043166'],Maizi de gaitou,120 min,"Drama, Romance            ",(2018),,
['10395046'],Aria,120 min,Drama            ,(II) (2018),,
['18291854'],Schoolmistress 2,72 min,,(2018),,
['7858408'],Locos de Amor 2,104 min,Musical            ,(2018),5.3,130
['9437052'],Widdi Atkallam,73 min,"Comedy, Drama            ",(2018),5.6,19
['6394618'],Absolute Debauchery,80 min,Crime            ,(2018),,
['11724826'],Werewolf Game: Crazy Fox,97 min,"Horror, Thriller            ",(2018),5.8,115
['5799948'],Shinpan,118 min,Drama            ,(2018),7.5,16
['6799254'],Miriam Miente,90 min,Drama            ,(2018),6.5,126
['6118442'],Whispering Sands,95 min,Drama            ,(2018),8.4,47
['8463258'],Yin bao dian,110 min,"Crime, Drama            ",(2018),5.7,193
['8443434'],Happiness Is Coming,,Comedy            ,(2018),2.6,11
['7532392'],Birds of a Feather 2,89 min,Drama            ,(2018),4.7,61
['8824878'],Sorma Neden,81 min,Comedy            ,(2018),4.5,73
['7491516'],Giants Do Fall: The Story of David,81 min,Drama            ,(2018),,
['7714802'],Pour vivre heureux,88 min,"Drama, Romance            ",(2018),6.3,68
['9211200'],Project Dead Zone,48 min,Horror            ,(2018),8.2,7
['5011510'],Kryptonights,90 min,Action            ,(2018),5.1,10
['6327284'],All Eyes on You,89 min,"Drama, Mystery, Thriller            ",(2018),5.5,33
['7382680'],MMO:IRL,90 min,"Adventure, Comedy, Fantasy            ",(2018),,
['6254732'],Lovers on Borders,136 min,"Drama, Romance            ",(2018),5.4,32
['7822050'],Zlatý podraz,106 min,"Drama, Sport            ",(2018),5.8,109
['7441876'],Dört Köseli Üçgen,88 min,Drama            ,(2018),5.9,363
['9173268'],7 Miljardi Gadu Pirms Pasaules Gala,79 min,"Drama, Romance            ",(2018),6.3,69
['9121612'],Agent 044: Operation Geghard,,"Comedy, Crime            ",(2018),7.0,28
['3129196'],The Angry World of Brian Webster,,Comedy            ,(2018),7.8,15
['8141238'],Interrupted Marriage,45 min,"Drama, Family, Romance            ",(2018),4.2,5
['8921800'],Neeyum Naanum,136 min,Romance            ,(2018),7.2,28
['7496972'],Operasjon Mørkemann,82 min,"Family, Mystery            ",(2018),5.6,91
['12771318'],Edakallu Guddada Mele,122 min,Drama            ,(2018),,
['6628198'],Win Marathon,94 min,"Drama, Sport            ",(2018),9.1,74
['7471350'],Cine Loteria,89 min,"Comedy, Romance            ",(2018),8.7,25
['5829490'],By the Grace of God,47 min,Thriller            ,(2018),9.4,9
['3863922'],Consciousness,90 min,"Action, Drama, Fantasy            ",(II) (2018),,
['7370234'],Angst,99 min,Mystery            ,(III) (2018),5.2,7
['9061192'],Problemo,89 min,"Mystery, Thriller            ",(2018),7.7,65
['8155556'],The Accompanist,93 min,"Drama, Fantasy            ",(2018),,
['7126450'],Deep of the Sea,,"Action, Fantasy, Romance            ",(2018),7.0,5
['9327304'],The Wheel of Punishment 2,,Comedy            ,(2018),8.4,35
['7867358'],Mulheres Alteradas,87 min,Comedy            ,(2018),5.3,172
['7986790'],Gekijouban Macross Delta: Gekijou no Walküre,120 min,Animation            ,(2018),6.5,42
['5898712'],Traición,87 min,"Crime, Drama, Romance            ",(2018),6.0,23
['8821718'],Puta 109,,Crime            ,(2018),7.5,19
['8430326'],Yun dong xue gai lun,75 min,"Romance, Sport            ",(2018),6.9,33
['7351220'],Buon lavoro,,Comedy            ,(2018),,
['6781018'],Respirar,70 min,Drama            ,(2018),6.9,11
['9520714'],Hentai kazoku: Aoi umi ni idakarete,,,(2018),,
['6628508'],Our Eddy,45 min,"Drama, Thriller            ",(2018),6.9,11
['7636844'],Retorno,120 min,Drama            ,(2018),,
['7460110'],Stille Storm,50 min,Drama            ,(2018),6.5,15
['5097570'],"I, Matter",65 min,Drama            ,(2018),,
['7974444'],Conducta animal,,Horror            ,(2018),4.6,9
['8493028'],Pari Hoon Main: I'm a Fairy,110 min,"Drama, Family            ",(2018),8.7,9
['5918734'],Stadium Anthems,99 min,"Comedy, Drama, Music            ",(2018),8.1,222
['3978358'],Tommy Battles the Silver Sea Dragon,110 min,"Fantasy, Musical            ",(2018),6.0,74
['10395672'],Hapi ang buhay: The Musical,,Musical            ,(2018),,
['6772188'],I May Regret,100 min,Thriller            ,(2018),8.6,48
['5498892'],Jack Versus Josephine,100 min,"Comedy, Horror            ",(2018),6.6,12
['9447676'],Yo-kai Watch: Forever Friends,100 min,"Action, Adventure, Family            ",(2018),6.8,29
['20860740'],Wild Fire,,Drama            ,(2018),,
['5784346'],Revenge of the Dragon,,Crime            ,,,
['6946200'],Rickey L Colbert Jr's Where the Truth Lies,,Drama            ,(2018),,
['9546330'],Phee Toh Ra Sap,80 min,Horror            ,(2018),4.8,34
['7961558'],Tuzdan Kaide,71 min,Drama            ,(2018),5.2,177
['9460410'],Tor opekkhay,110 min,Drama            ,(2018),8.3,6
['7931978'],Kamsi,,Action            ,(2018),,
['7477820'],Sweeney Killing Sweeney,100 min,Comedy            ,(2018),6.3,48
['7777960'],Love Espionage: Spy Revenge,86 min,Romance            ,(2018),6.9,12
['7517162'],Berry Leaves,81 min,Drama            ,(2018),,
['5357790'],Without You,82 min,"Action, Drama, Music            ", (2018),6.6,26
['13871402'],Rifftrax: A Talking Cat!?!,85 min,Comedy            ,(2018),6.6,55
['9120974'],El reality,104 min,Comedy            ,(2018),6.4,67
['8000708'],Emperor of Hell,,Drama            ,(2018),6.4,32
['6058070'],Silent Times,90 min,"Action, Comedy, Drama            ",(2018),6.2,11
['4305160'],The Iced Hunter,97 min,"Action, Fantasy, Horror            ",(2018),4.3,36
['7944750'],Disguise,,"Adventure, Comedy, Romance            ",(2018),,
['7304032'],Kanikuly prezidenta,105 min,Comedy            ,(2018),4.6,295
['8016004'],Zombie Beauty Pageant: Drop Dead Gorgeous,82 min,Thriller            ,(2018),3.5,46
['9349050'],Chvilky,93 min,Drama            ,(2018),6.5,141
['8716236'],The Calling,46 min,Biography            ,(VI) (2018),5.6,10
['6238798'],Con el viento,108 min,Drama            ,(2018),6.1,256
['10746674'],Party Day Massacre Stories,76 min,"Comedy, Horror            ",(2018),2.8,27
['9525200'],Sex Adventure: Wonder Eros,,,(2018),,
['6590982'],Case 137,69 min,Drama            ,(2018),5.1,19
['8197158'],Amutha,,"Crime, Musical, Thriller            ",(2018),6.3,18
['7145276'],Headshots,89 min,Horror            ,(2018),4.2,17
['7935892'],The Oscar Nominated Short Films 2018: Live Action,96 min,"Action, Drama            ",(2018),7.9,208
['8364446'],Trunk,130 min,Horror            ,(II) (2018),4.5,42
['5198756'],Two Pictures,103 min,Drama            ,(2018),5.7,22
['8938594'],The Writer,,"Comedy, Drama            ", (2018),,
['6349194'],"Madness, Farewell",87 min,"Comedy, Drama            ",(2018),7.3,23
['6236738'],Last Supper,77 min,Thriller            ,(2018),4.8,58
['7323746'],Bairi Kangna 2,,Drama            ,(2018),7.4,8
['8065772'],Benyamin Biang Kerok,95 min,Comedy            ,(2018),3.0,252
['6424350'],Secrets of a Small Town,,"Drama, Mystery, Thriller            ",,,
['7702156'],Xi Bo Li Ya feng yun,64 min,Action            ,(2018),,
['11644348'],London Love Story 3,86 min,"Drama, Romance            ",(2018),7.9,39
['9343380'],Chan Tara,147 min,Comedy            ,(2018),5.1,7
['9209288'],All Souls Night,91 min,Horror            ,(2018),5.5,14
['4241778'],Head Above Water,54 min,Comedy            ,(2018),5.7,50
['6918686'],Peropero: Breakdown in Tokyo,84 min,"Comedy, Drama, Music            ",(2018),5.5,14
['8676424'],Suzuki-ke no uso,133 min,Drama            ,(2018),6.4,165
['9165526'],Bhale Manchi Chowka Beram,134 min,"Comedy, Drama, Thriller            ",(2018),6.3,86
['6995682'],La terre est plate,76 min,"Comedy, Drama            ",(2018),,
['7678460'],Firkee,113 min,Drama            ,(2018),8.9,20
['7929130'],Citizen Erased,,"Crime, Drama, Thriller            ",(2018),,
['7248490'],Flimsy Company,71 min,"Comedy, Drama            ",(2018),4.5,36
['8026546'],The Dinner Party,70 min,Drama            , (2018),6.4,25
['9472074'],Müsaadenizle Büyükler,100 min,"Adventure, Comedy, Family            ",(2018),5.3,12
['8727708'],Dark Justice,78 min,Crime            ,(2018),7.4,8
['13678364'],"An Underwear Company Is Designing A New Range of Sporty Lingerie. Three Competitive Female Employees Volunteer Themselves As Models, Leading to A Raunchy Presentation in Underwear",,Drama            ,(2018),,
['7331976'],Vecne tvá neverná,,"Comedy, Romance            ",(2018),3.3,55
['9434772'],Slime,76 min,"Crime, Drama, Music            ",(2018),5.7,46
